location,country_code,species,lat,long,alt,year,bloom_date,bloom_doy,source_file
vancouver,CA,Prunus x yedoensis,49.2237,-123.1636,24.0,2022,2022-03-27,86,vancouver.csv
vancouver,CA,Prunus x yedoensis,49.2237,-123.1636,24.0,2023,2023-04-07,96,vancouver.csv
vancouver,CA,Prunus x yedoensis,49.2237,-123.1636,24.0,2024,2024-03-23,83,vancouver.csv
vancouver,CA,Prunus x yedoensis,49.2237,-123.1636,24.0,2025,2025-04-03,93,vancouver.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1894,1894-04-16,106,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1895,1895-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1896,1896-04-16,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1897,1897-03-27,86,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1898,1898-04-16,106,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1899,1899-04-03,93,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1900,1900-04-23,114,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1901,1901-04-23,113,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1902,1902-04-12,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1903,1903-03-27,86,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1904,1904-04-13,104,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1905,1905-04-12,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1906,1906-04-13,103,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1907,1907-04-15,105,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1908,1908-04-28,119,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1909,1909-04-19,109,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1910,1910-04-15,105,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1911,1911-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1912,1912-03-26,86,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1913,1913-03-31,90,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1914,1914-04-09,99,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1915,1915-04-27,117,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1916,1916-04-06,97,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1917,1917-05-04,124,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1918,1918-04-13,103,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1919,1919-04-22,112,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1920,1920-03-30,90,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1921,1921-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1922,1922-04-21,111,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1923,1923-04-08,98,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1924,1924-04-24,115,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1925,1925-04-14,104,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1926,1926-04-09,99,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1927,1927-04-18,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1928,1928-04-14,105,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1929,1929-05-02,122,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1930,1930-04-19,109,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1931,1931-04-26,116,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1932,1932-04-29,120,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1933,1933-04-22,112,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1934,1934-04-16,106,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1935,1935-04-16,106,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1936,1936-04-09,100,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1937,1937-04-11,101,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1938,1938-04-01,91,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1939,1939-04-15,105,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1940,1940-04-21,112,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1941,1941-04-26,116,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1942,1942-04-24,114,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1943,1943-04-12,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1944,1944-04-18,109,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1945,1945-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1946,1946-04-06,96,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1947,1947-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1948,1948-03-28,88,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1949,1949-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1950,1950-04-10,100,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1951,1951-04-18,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1952,1952-04-11,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1953,1953-04-06,96,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1954,1954-04-26,116,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1955,1955-04-26,116,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1956,1956-04-27,118,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1957,1957-03-25,84,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1958,1958-04-25,115,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1959,1959-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1960,1960-04-03,94,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1961,1961-03-20,79,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1962,1962-04-25,115,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1963,1963-04-24,114,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1964,1964-04-16,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1965,1965-04-12,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1966,1966-04-08,98,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1967,1967-04-04,94,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1968,1968-04-12,103,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1969,1969-04-23,113,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1970,1970-04-24,114,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1971,1971-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1972,1972-04-06,97,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1973,1973-04-29,119,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1974,1974-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1975,1975-04-18,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1976,1976-04-11,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1977,1977-03-21,80,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1978,1978-04-18,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1979,1979-04-15,105,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1980,1980-04-13,104,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1981,1981-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1982,1982-04-18,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1983,1983-04-11,101,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1984,1984-04-19,110,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1985,1985-04-16,106,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1986,1986-05-01,121,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1987,1987-04-22,112,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1988,1988-04-17,108,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1989,1989-03-28,87,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1990,1990-03-16,75,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1991,1991-04-04,94,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1992,1992-04-11,102,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1993,1993-04-11,101,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1994,1994-03-23,82,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1995,1995-04-03,93,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1996,1996-04-18,109,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1997,1997-03-22,81,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1998,1998-03-31,90,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,1999,1999-04-04,94,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2000,2000-04-01,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2001,2001-03-30,89,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2002,2002-03-18,77,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2003,2003-04-02,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2004,2004-04-01,92,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2005,2005-04-05,95,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2006,2006-04-21,111,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2007,2007-04-04,94,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2008,2008-03-29,89,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2009,2009-04-10,100,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2010,2010-04-08,98,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2011,2011-03-31,90,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2012,2012-04-02,93,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2013,2013-04-17,107,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2014,2014-03-25,84,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2015,2015-04-11,101,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2016,2016-04-06,97,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2017,2017-03-26,85,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2018,2018-04-08,98,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2019,2019-03-27,86,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2020,2020-03-17,77,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2021,2021-03-28,87,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2022,2022-03-26,85,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2023,2023-03-29,88,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2024,2024-03-20,80,liestal.csv
liestal,CH,Prunus avium,47.4814,7.730519,350.0,2025,2025-03-27,86,liestal.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,812,0812-04-01,92,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,815,0815-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,831,0831-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,851,0851-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,853,0853-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,864,0864-04-09,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,866,0866-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,869,0869-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,889,0889-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,891,0891-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,892,0892-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,894,0894-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,895,0895-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,896,0896-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,902,0902-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,908,0908-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,912,0912-04-04,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,913,0913-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,917,0917-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,923,0923-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,926,0926-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,930,0930-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,933,0933-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,941,0941-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,949,0949-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,950,0950-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,955,0955-03-30,89,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,957,0957-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,958,0958-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,959,0959-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,960,0960-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,961,0961-03-28,87,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,963,0963-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,965,0965-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,966,0966-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,967,0967-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,969,0969-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,972,0972-04-16,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,974,0974-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,975,0975-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,977,0977-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,979,0979-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,985,0985-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,989,0989-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,991,0991-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1000,1000-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1004,1004-04-26,117,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1006,1006-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1007,1007-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1014,1014-04-25,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1016,1016-04-20,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1017,1017-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1018,1018-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1019,1019-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1029,1029-04-26,116,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1031,1031-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1032,1032-04-20,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1033,1033-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1034,1034-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1036,1036-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1041,1041-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1046,1046-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1048,1048-04-21,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1050,1050-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1060,1060-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1061,1061-04-02,92,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1066,1066-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1071,1071-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1073,1073-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1080,1080-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1083,1083-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1084,1084-04-29,120,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1088,1088-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1090,1090-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1093,1093-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1095,1095-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1096,1096-04-05,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1098,1098-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1099,1099-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1102,1102-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1104,1104-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1105,1105-04-24,114,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1107,1107-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1111,1111-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1112,1112-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1114,1114-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1117,1117-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1118,1118-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1120,1120-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1123,1123-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1124,1124-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1125,1125-04-21,111,kyoto.csv
